Character,Body,Tires,Glider,"Speed","Speed (Water)","Speed (Air)","Speed (Anti-Gravity)","Acceleration","Weight","Handling","Handling (Water)","Handling (Air)","Handling (Anti-Gravity)","Traction","Mini-Turbo","Invincibility"
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.5,3,2,4.25,1.5,5,5,5,4.5,3,4.75,3.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,2.5,2.5,4.25,1,4.75,4.5,4.75,4.75,3,4.75,3.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,2.5,2.5,4.25,1.25,4.75,4.75,4.75,4.5,2.75,4.75,3.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2.75,2.25,4,1.25,4.75,4.5,4.5,4.75,3,4.5,4
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2.75,2.5,4,1.5,4.75,4.75,4.5,4.5,2.75,4.5,4
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.25,3,2.25,4,1.25,4.5,4,5,4.25,3.75,4.75,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2,3,2.25,4,1.5,4.5,4.25,5,4,3.5,4.75,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Cushion,Super Glider/Waddle Wing/Hylian Kite,2.5,2.25,3.25,2,3.75,1.5,4.5,4,4.75,4.25,3.75,4.5,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2,3.25,2.25,3.75,1.75,4.5,4.25,4.75,4,3.5,4.5,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.25,3,2.25,4,1.25,4.5,4,5,4.25,3.75,4.75,4
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2,3,2.25,4,1.5,4.5,4.25,5,4,3.5,4.75,4
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Sponge,Super Glider/Waddle Wing/Hylian Kite,2.5,2.25,3.25,2,3.75,1.5,4.5,4,4.75,4.25,3.75,4.5,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2,3.25,2.25,3.75,1.75,4.5,4.25,4.75,4,3.5,4.5,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.75,2.75,2.5,4,1.5,4.75,4.5,5,4.5,3.5,4.5,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.5,2.75,2.5,4,1.75,4.75,4.75,5,4.25,3.25,4.5,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,2.75,2.75,3,2.25,3.75,1.75,4.75,4.5,4.75,4.5,3.5,4.25,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.5,3,2.5,3.75,2,4.75,4.75,4.75,4.25,3.25,4.25,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.75,2.75,2.5,4,1.5,4.75,4.5,5,4.5,3.5,4.5,4
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.5,2.75,2.5,4,1.75,4.75,4.75,5,4.25,3.25,4.5,4
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,2.75,2.75,3,2.25,3.75,1.75,4.75,4.5,4.75,4.5,3.5,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.5,3,2.5,3.75,2,4.75,4.75,4.75,4.25,3.25,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.5,2.5,3,3.5,1.5,5,4.75,5.25,4.5,2.5,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.25,2.5,3,3.5,1.75,5,5,5.25,4.25,2.25,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,3,2.5,2.75,2.75,3.25,1.75,5,4.75,5,4.5,2.5,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.25,2.75,3,3.25,2,5,5,5,4.25,2.25,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.5,2.25,2.5,3.5,2,4,4,4.5,3.75,4,4.25,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.25,2.25,2.5,3.5,2.25,4,4.25,4.5,3.5,3.75,4.25,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,3,2.5,2.5,2.25,3.25,2.25,4,4,4.25,3.75,4,4,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.25,2.5,2.5,3.25,2.5,4,4.25,4.25,3.5,3.75,4,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.5,2.25,2.5,3.5,2,4,4,4.5,3.75,4,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.25,2.25,2.5,3.5,2.25,4,4.25,4.5,3.5,3.75,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,3,2.5,2.5,2.25,3.25,2.25,4,4,4.25,3.75,4,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.25,2.5,2.5,3.25,2.5,4,4.25,4.25,3.5,3.75,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,3,2.25,2.5,3.75,1.75,4.25,4,4.75,4.25,3.75,4.25,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.75,2.25,2.5,3.75,2,4.25,4.25,4.75,4,3.5,4.25,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,3,3,2.5,2.25,3.5,2,4.25,4,4.5,4.25,3.75,4,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.75,2.5,2.5,3.5,2.25,4.25,4.25,4.5,4,3.5,4,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,3,2.25,2.5,3.75,1.75,4.25,4,4.75,4.25,3.75,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.75,2.25,2.5,3.75,2,4.25,4.25,4.75,4,3.5,4.25,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,3,3,2.5,2.25,3.5,2,4.25,4,4.5,4.25,3.75,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.75,2.5,2.5,3.5,2.25,4.25,4.25,4.5,4,3.5,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,3,2.75,2.5,2.25,3,2,4.5,4.25,4.25,4,2.75,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3,2.5,2.5,2.25,3,2.25,4.5,4.5,4.25,3.75,2.5,4,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Metal,Super Glider/Waddle Wing/Hylian Kite,3.25,2.75,2.75,2,2.75,2.25,4.5,4.25,4,4,2.75,3.75,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.25,2.5,2.75,2.25,2.75,2.5,4.5,4.5,4,3.75,2.5,3.75,4.75
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,3,2.75,2.5,2.25,3,2,4.5,4.25,4.25,4,2.75,4,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3,2.5,2.5,2.25,3,2.25,4.5,4.5,4.25,3.75,2.5,4,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,3.25,2.75,2.75,2,2.75,2.25,4.5,4.25,4,4,2.75,3.75,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.25,2.5,2.75,2.25,2.75,2.5,4.5,4.5,4,3.75,2.5,3.75,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,3,2,2,3,3.25,1.75,4.5,3.75,4.5,4.25,2.25,4,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3,1.75,2,3,3.25,2,4.5,4,4.5,4,2,4,4.25
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,3.25,2,2.25,2.75,3,2,4.5,3.75,4.25,4.25,2.25,3.75,4.5
Baby Rosalina/Lemmy,Sport Bike/Jet Bike,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.25,1.75,2.25,3,3,2.25,4.5,4,4.25,4,2,3.75,4.5
Baby Rosalina/Lemmy,Blue Falcon,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,2.5,2.75,2.25,4.75,0.75,4.75,4.75,4.75,5.5,3.5,5,3.25
Baby Rosalina/Lemmy,Blue Falcon,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,2.25,2.75,2.25,4.75,1,4.75,5,4.75,5.25,3.25,5,3.25
Baby Rosalina/Lemmy,Blue Falcon,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,2.25,2.5,3,2,4.5,1,4.75,4.75,4.5,5.5,3.5,4.75,3.5
Baby Rosalina/Lemmy,Blue Falcon,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.25,3,2.25,4.5,1.25,4.75,5,4.5,5.25,3.25,4.75,3.5
Baby Rosalina/Lemmy,Blue Falcon,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.25,2.5,2.75,4.5,0.75,4.5,4.5,4.25,5.5,3.25,4.75,4
Baby Rosalina/Lemmy,Blue Falcon,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2,2.5,2.75,4.5,1,4.5,4.75,4.25,5.25,3,4.75,4
Baby Rosalina/Lemmy,Blue Falcon,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,2.5,2.25,2.75,2.5,4.25,1,4.5,4.5,4,5.5,3.25,4.5,4.25
Baby Rosalina/Lemmy,Blue Falcon,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2,2.75,2.75,4.25,1.25,4.5,4.75,4,5.25,3,4.5,4.25
Baby Rosalina/Lemmy,Blue Falcon,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2,3,2.5,4.25,1,4.25,4,4.5,5,4,4.75,4.75
Baby Rosalina/Lemmy,Blue Falcon,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,1.75,3,2.5,4.25,1.25,4.25,4.25,4.5,4.75,3.75,4.75,4.75
Baby Rosalina/Lemmy,Blue Falcon,Cushion,Super Glider/Waddle Wing/Hylian Kite,2.5,2,3.25,2.25,4,1.25,4.25,4,4.25,5,4,4.5,5
Baby Rosalina/Lemmy,Blue Falcon,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,1.75,3.25,2.5,4,1.5,4.25,4.25,4.25,4.75,3.75,4.5,5
Baby Rosalina/Lemmy,Blue Falcon,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2,3,2.5,4.25,1,4.25,4,4.5,5,4,4.75,4.25
Baby Rosalina/Lemmy,Blue Falcon,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,1.75,3,2.5,4.25,1.25,4.25,4.25,4.5,4.75,3.75,4.75,4.25
Baby Rosalina/Lemmy,Blue Falcon,Sponge,Super Glider/Waddle Wing/Hylian Kite,2.5,2,3.25,2.25,4,1.25,4.25,4,4.25,5,4,4.5,4.5
Baby Rosalina/Lemmy,Blue Falcon,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,1.75,3.25,2.5,4,1.5,4.25,4.25,4.25,4.75,3.75,4.5,4.5
Baby Rosalina/Lemmy,Blue Falcon,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.5,2.75,2.75,4.25,1.25,4.5,4.5,4.5,5.25,3.75,4.5,4.5
Baby Rosalina/Lemmy,Blue Falcon,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.25,2.75,2.75,4.25,1.5,4.5,4.75,4.5,5,3.5,4.5,4.5
Baby Rosalina/Lemmy,Blue Falcon,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,2.75,2.5,3,2.5,4,1.5,4.5,4.5,4.25,5.25,3.75,4.25,4.75
Baby Rosalina/Lemmy,Blue Falcon,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.25,3,2.75,4,1.75,4.5,4.75,4.25,5,3.5,4.25,4.75
Baby Rosalina/Lemmy,Blue Falcon,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.5,2.75,2.75,4.25,1.25,4.5,4.5,4.5,5.25,3.75,4.5,4.25
Baby Rosalina/Lemmy,Blue Falcon,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.25,2.75,2.75,4.25,1.5,4.5,4.75,4.5,5,3.5,4.5,4.25
Baby Rosalina/Lemmy,Blue Falcon,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,2.75,2.5,3,2.5,4,1.5,4.5,4.5,4.25,5.25,3.75,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.25,3,2.75,4,1.75,4.5,4.75,4.25,5,3.5,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.25,2.5,3.25,3.75,1.25,4.75,4.75,4.75,5.25,2.75,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2,2.5,3.25,3.75,1.5,4.75,5,4.75,5,2.5,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,3,2.25,2.75,3,3.5,1.5,4.75,4.75,4.5,5.25,2.75,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2,2.75,3.25,3.5,1.75,4.75,5,4.5,5,2.5,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.25,2.25,2.75,3.75,1.75,3.75,4,4,4.5,4.25,4.25,4.75
Baby Rosalina/Lemmy,Blue Falcon,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2,2.25,2.75,3.75,2,3.75,4.25,4,4.25,4,4.25,4.75
Baby Rosalina/Lemmy,Blue Falcon,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,3,2.25,2.5,2.5,3.5,2,3.75,4,3.75,4.5,4.25,4,5
Baby Rosalina/Lemmy,Blue Falcon,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2,2.5,2.75,3.5,2.25,3.75,4.25,3.75,4.25,4,4,5
Baby Rosalina/Lemmy,Blue Falcon,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.25,2.25,2.75,3.75,1.75,3.75,4,4,4.5,4.25,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2,2.25,2.75,3.75,2,3.75,4.25,4,4.25,4,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,3,2.25,2.5,2.5,3.5,2,3.75,4,3.75,4.5,4.25,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2,2.5,2.75,3.5,2.25,3.75,4.25,3.75,4.25,4,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.75,2.25,2.75,4,1.5,4,4,4.25,5,4,4.25,4.75
Baby Rosalina/Lemmy,Blue Falcon,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.5,2.25,2.75,4,1.75,4,4.25,4.25,4.75,3.75,4.25,4.75
Baby Rosalina/Lemmy,Blue Falcon,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,3,2.75,2.5,2.5,3.75,1.75,4,4,4,5,4,4,5
Baby Rosalina/Lemmy,Blue Falcon,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.5,2.5,2.75,3.75,2,4,4.25,4,4.75,3.75,4,5
Baby Rosalina/Lemmy,Blue Falcon,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.75,2.75,2.25,2.75,4,1.5,4,4,4.25,5,4,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.75,2.5,2.25,2.75,4,1.75,4,4.25,4.25,4.75,3.75,4.25,4.5
Baby Rosalina/Lemmy,Blue Falcon,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,3,2.75,2.5,2.5,3.75,1.75,4,4,4,5,4,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,3,2.5,2.5,2.75,3.75,2,4,4.25,4,4.75,3.75,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,3,2.5,2.5,2.5,3.25,1.75,4.25,4.25,3.75,4.75,3,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3,2.25,2.5,2.5,3.25,2,4.25,4.5,3.75,4.5,2.75,4,4.75
Baby Rosalina/Lemmy,Blue Falcon,Metal,Super Glider/Waddle Wing/Hylian Kite,3.25,2.5,2.75,2.25,3,2,4.25,4.25,3.5,4.75,3,3.75,5
Baby Rosalina/Lemmy,Blue Falcon,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.25,2.25,2.75,2.5,3,2.25,4.25,4.5,3.5,4.5,2.75,3.75,5
Baby Rosalina/Lemmy,Blue Falcon,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,3,2.5,2.5,2.5,3.25,1.75,4.25,4.25,3.75,4.75,3,4,4.5
Baby Rosalina/Lemmy,Blue Falcon,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3,2.25,2.5,2.5,3.25,2,4.25,4.5,3.75,4.5,2.75,4,4.5
Baby Rosalina/Lemmy,Blue Falcon,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,3.25,2.5,2.75,2.25,3,2,4.25,4.25,3.5,4.75,3,3.75,4.75
Baby Rosalina/Lemmy,Blue Falcon,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.25,2.25,2.75,2.5,3,2.25,4.25,4.5,3.5,4.5,2.75,3.75,4.75
Baby Rosalina/Lemmy,Blue Falcon,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,3,1.75,2,3.25,3.5,1.5,4.25,3.75,4,5,2.5,4,4.5
Baby Rosalina/Lemmy,Blue Falcon,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,3,1.5,2,3.25,3.5,1.75,4.25,4,4,4.75,2.25,4,4.5
Baby Rosalina/Lemmy,Blue Falcon,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,3.25,1.75,2.25,3,3.25,1.75,4.25,3.75,3.75,5,2.5,3.75,4.75
Baby Rosalina/Lemmy,Blue Falcon,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,3.25,1.5,2.25,3.25,3.25,2,4.25,4,3.75,4.75,2.25,3.75,4.75
Baby Rosalina/Lemmy,Splat Buggy,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,2.5,2.75,2.25,4.75,0.75,4.75,4.75,4.75,5.5,3.5,5,3
Baby Rosalina/Lemmy,Splat Buggy,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,2.25,2.75,2.25,4.75,1,4.75,5,4.75,5.25,3.25,5,3
Baby Rosalina/Lemmy,Splat Buggy,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,2.25,2.5,3,2,4.5,1,4.75,4.75,4.5,5.5,3.5,4.75,3.25
Baby Rosalina/Lemmy,Splat Buggy,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.25,3,2.25,4.5,1.25,4.75,5,4.5,5.25,3.25,4.75,3.25
Baby Rosalina/Lemmy,Splat Buggy,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.25,2.5,2.75,4.5,0.75,4.5,4.5,4.25,5.5,3.25,4.75,3.75
Baby Rosalina/Lemmy,Splat Buggy,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2,2.5,2.75,4.5,1,4.5,4.75,4.25,5.25,3,4.75,3.75
Baby Rosalina/Lemmy,Splat Buggy,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,2.5,2.25,2.75,2.5,4.25,1,4.5,4.5,4,5.5,3.25,4.5,4
Baby Rosalina/Lemmy,Splat Buggy,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2,2.75,2.75,4.25,1.25,4.5,4.75,4,5.25,3,4.5,4
Baby Rosalina/Lemmy,Splat Buggy,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2,3,2.5,4.25,1,4.25,4,4.5,5,4,4.75,4.5
Baby Rosalina/Lemmy,Splat Buggy,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,1.75,3,2.5,4.25,1.25,4.25,4.25,4.5,4.75,3.75,4.75,4.5
Baby Rosalina/Lemmy,Splat Buggy,Cushion,Super Glider/Waddle Wing/Hylian Kite,2.5,2,3.25,2.25,4,1.25,4.25,4,4.25,5,4,4.5,4.75
Baby Rosalina/Lemmy,Splat Buggy,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,1.75,3.25,2.5,4,1.5,4.25,4.25,4.25,4.75,3.75,4.5,4.75
Baby Rosalina/Lemmy,Splat Buggy,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2,3,2.5,4.25,1,4.25,4,4.5,5,4,4.75,4
Baby Rosalina/Lemmy,Splat Buggy,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,1.75,3,2.5,4.25,1.25,4.25,4.25,4.5,4.75,3.75,4.75,4
Baby Rosalina/Lemmy,Splat Buggy,Sponge,Super Glider/Waddle Wing/Hylian Kite,2.5,2,3.25,2.25,4,1.25,4.25,4,4.25,5,4,4.5,4.25
Baby Rosalina/Lemmy,Splat Buggy,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,1.75,3.25,2.5,4,1.5,4.25,4.25,4.25,4.75,3.75,4.5,4.25
Baby Rosalina/Lemmy,Splat Buggy,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.5,2.75,2.75,4.25,1.25,4.5,4.5,4.5,5.25,3.75,4.5,4.25
Baby Rosalina/Lemmy,Splat Buggy,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.25,2.75,2.75,4.25,1.5,4.5,4.75,4.5,5,3.5,4.5,4.25
Baby Rosalina/Lemmy,Splat Buggy,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,2.75,2.5,3,2.5,4,1.5,4.5,4.5,4.25,5.25,3.75,4.25,4.5
Baby Rosalina/Lemmy,Splat Buggy,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.25,3,2.75,4,1.75,4.5,4.75,4.25,5,3.5,4.25,4.5
